Name,Description,GTEX-NPJ7,GTEX-P44H,GTEX-Q2AG,GTEX-QVJO,GTEX-UTHO,GTEX-WVLH,GTEX-Y8DK
ENSG00000207511,RNU6-771P,0,0,0,0,0,0,0
ENSG00000182330,PRAMEF8,0,0,0,0,0,0,0
ENSG00000237700,PRAMEF33,0,0,0,0,0,2,0
ENSG00000204501,PRAMEF15,0,0,0,0,0,0,0
ENSG00000228229,RP11-219C24.10,0,0,0,0,0,0,0
ENSG00000204481,PRAMEF14,0,0,0,0,4,0,0
ENSG00000204480,PRAMEF19,0,0,0,0,0,0,2
ENSG00000204479,PRAMEF17,0,0,0,0,0,0,0
ENSG00000204478,PRAMEF20,0,0,0,0,0,0,0
ENSG00000162494,LRRC38,61,47,190,96,157,192,77
ENSG00000259961,RP4-597A16.2,4,0,0,0,0,7,4
ENSG00000215909,BRWD1P1,0,0,0,0,0,0,0
ENSG00000162493,PDPN,405,199,391,338,750,475,244
ENSG00000222952,RNA5SP41,0,0,0,0,0,0,0
ENSG00000237445,CTA-520D8.2,0,0,0,0,0,0,0
ENSG00000253085,SCARNA11,0,0,0,0,0,0,0
ENSG00000116731,PRDM2,7611,4194,12540,4251,6702,14025,6027
ENSG00000189337,KAZN,2088,2470,6045,2348,3572,6752,3433
ENSG00000252151,RNU6-1265P,0,0,0,0,0,0,0
ENSG00000231606,RP11-344F13.1,0,0,0,1,0,0,0
ENSG00000234593,RP4-704D23.1,4,0,0,0,0,2,1
ENSG00000235829,TBCAP2,0,0,0,1,0,0,1
ENSG00000175147,TMEM51-AS1,57,81,64,69,19,75,53
ENSG00000171729,TMEM51,149,145,294,119,146,179,203
ENSG00000204464,C1orf195,0,0,1,0,0,0,0
ENSG00000215720,RP1-21O18.3,0,4,3,0,0,0,0
ENSG00000278480,RP5-903E17.2,0,1,0,1,0,0,0
ENSG00000142621,FHAD1,105,33,257,66,41,206,82
ENSG00000233485,RP3-467K16.2,9,3,2,5,0,13,1
ENSG00000236045,RP3-467K16.7,3,0,2,0,2,2,3
ENSG00000228140,RP3-467K16.4,26,19,39,22,35,69,55
ENSG00000142634,EFHD2,6822,4217,8120,6272,10515,15918,6334
ENSG00000162438,CTRC,9,21,26,10,58,27,34
ENSG00000142615,CELA2A,4,3,12,1,24,12,66
ENSG00000215704,CELA2B,4,4,15,3,3,10,7
ENSG00000132906,CASP9,874,635,1321,508,988,1405,702
ENSG00000116138,DNAJC16,2161,959,3093,1328,1890,3519,1334
ENSG00000251866,SCARNA21,1,0,0,0,0,0,0
ENSG00000272510,RP4-680D5.8,0,1,3,1,4,1,1
ENSG00000116771,AGMAT,81,35,281,113,192,378,158
ENSG00000237301,RP4-680D5.2,23,14,43,10,0,49,22
ENSG00000235084,CHCHD2P6,10,14,41,8,16,21,10
ENSG00000252417,RNU7-179P,0,0,0,0,0,0,0
ENSG00000236500,CD24P1,0,0,0,0,0,0,1
ENSG00000197312,DDI2,1761,1290,2297,1566,2159,3781,1176
ENSG00000271742,RP4-680D5.9,2,6,0,0,0,0,1
ENSG00000116786,PLEKHM2,15556,12856,24396,10420,17490,20283,17284
ENSG00000237938,RP11-288I21.1,23,5,12,22,0,44,3
ENSG00000162461,SLC25A34,231,252,358,170,323,446,160
ENSG00000162460,TMEM82,0,0,0,0,1,0,0
ENSG00000224459,RP11-169K16.4,0,2,0,0,0,2,0
ENSG00000162458,FBLIM1,523,159,155,162,136,186,59
ENSG00000224321,RPL12P14,2,5,1,0,0,1,1
ENSG00000233954,UQCRHL,417,292,652,331,406,678,318
ENSG00000178715,RP11-169K16.8,5,10,6,9,28,1,7
ENSG00000179743,FLJ37453,185,138,329,130,529,505,195
ENSG00000065526,SPEN,5633,3145,7113,2862,2971,7190,2806
ENSG00000270620,RP1-134O19.3,0,0,0,0,0,0,0
ENSG00000116809,ZBTB17,1370,768,2451,1038,2345,2587,1424
ENSG00000234607,RP11-5P18.1,0,0,0,1,0,0,0
ENSG00000231353,RP11-5P18.3,0,0,0,0,0,0,0
ENSG00000275503,RP11-5P18.11,0,0,0,0,0,0,0
ENSG00000224966,TBC1D3P6,0,0,0,0,0,0,0
ENSG00000183888,C1orf64,390,73,234,114,217,133,90
ENSG00000173641,HSPB7,259,294,220,158,133,166,210
ENSG00000186510,CLCNKA,23,11,13,6,0,8,25
ENSG00000232456,RP11-5P18.10,14,30,49,23,9,15,53
ENSG00000184908,CLCNKB,1,24,7,4,1,7,8
ENSG00000185519,FAM131C,252,230,501,180,366,707,353
ENSG00000142627,EPHA2,315,125,251,124,572,228,123
ENSG00000227959,RP11-276H7.2,0,2,1,0,0,1,0
ENSG00000224621,RP11-276H7.3,0,0,0,0,0,1,0
ENSG00000142632,ARHGEF19,66,44,53,27,37,68,21
ENSG00000237276,ANO7L1,9,7,15,4,5,22,8
ENSG00000132881,RSG1,207,167,646,216,80,442,310
ENSG00000233929,MT1XP1,16,10,8,12,8,8,1
ENSG00000037637,FBXO42,1845,1013,2697,1065,2080,2871,1308
ENSG00000055070,SZRD1,1665,1526,1671,1009,1400,1667,1125
ENSG00000226457,RP11-430L17.1,0,3,1,1,3,1,0
ENSG00000187144,SPATA21,0,9,4,1,0,3,2
ENSG00000157191,NECAP2,1467,1030,940,588,1337,1034,500
ENSG00000226029,LINC01772,221,59,298,196,164,320,125
ENSG00000080947,CROCCP3,624,275,1025,412,669,1152,510
ENSG00000206652,RNU1-1,0,0,1,1,0,0,0
ENSG00000261135,RP4-798A10.7,10,49,14,4,66,26,10
ENSG00000224174,RP4-798A10.4,2,0,2,0,8,0,1
ENSG00000233421,LINC01783,18,18,20,16,3,13,12
ENSG00000277344,RNU1-6P,0,0,0,0,0,0,0
ENSG00000268991,FAM231B,3,0,1,0,0,1,0
ENSG00000225710,RP5-875O13.6,0,0,1,0,0,2,0
ENSG00000219481,NBPF1,666,478,1435,699,599,2140,676
ENSG00000271732,RP5-1182A14.5,0,0,5,0,0,4,0
ENSG00000215908,CROCCP2,1067,802,2832,1353,2372,4545,1316
ENSG00000186301,MST1P2,70,46,121,60,204,218,74
ENSG00000282143,RP1-163M9.8,0,0,0,0,0,1,1
ENSG00000207513,RNU1-3,0,0,0,0,0,0,0
ENSG00000237847,FAM231A,0,0,0,0,0,0,0
ENSG00000280114,RP5-875O13.7,2,0,2,0,0,2,2
ENSG00000236698,EIF1AXP1,13,13,37,13,0,18,3
ENSG00000268869,ESPNP,12,0,4,0,1,0,9
ENSG00000279151,RP1-163M9.7,0,0,0,0,0,0,0
ENSG00000279132,FAM231C,0,1,1,0,0,0,0
ENSG00000282740,RP5-1182A14.7,0,0,0,0,0,0,0
ENSG00000207389,RNU1-4,0,0,0,0,0,0,0
ENSG00000227684,CROCCP4,0,0,0,0,0,2,0
ENSG00000186715,MST1L,111,42,97,70,28,97,66
ENSG00000223643,RP11-108M9.1,0,0,0,0,0,0,0
ENSG00000230239,RP11-108M9.2,1,0,0,1,0,2,0
ENSG00000263811,MIR3675,0,0,0,0,0,0,0
ENSG00000228549,RP11-108M9.3,73,23,36,13,11,49,26
ENSG00000238142,RP11-108M9.4,60,44,18,25,65,6,29
ENSG00000235241,RP11-108M9.5,19,8,27,13,41,10,14
ENSG00000207005,RNU1-2,0,0,0,0,0,0,0
ENSG00000272426,RP11-108M9.6,4,3,4,2,0,3,1
ENSG00000058453,CROCC,1183,709,2629,1325,2995,2469,1548
ENSG00000117122,MFAP2,17,2,17,4,2,7,8
ENSG00000226526,RP1-37C10.3,0,1,0,0,0,1,0
ENSG00000159363,ATP13A2,8627,4881,20026,5018,8967,19958,10983
ENSG00000117118,SDHB,2565,2016,3668,1523,4211,4537,3008
ENSG00000117115,PADI2,3949,4435,5508,3948,7588,6497,3173
ENSG00000204362,RP11-380J14.1,0,0,0,0,0,0,0
ENSG00000282843,RP11-380J14.4,0,0,0,0,0,0,0
ENSG00000142623,PADI1,0,9,1,10,12,3,0
ENSG00000142619,PADI3,0,0,0,0,0,0,0
ENSG00000266634,MIR3972,0,0,0,0,0,0,0
ENSG00000159339,PADI4,54,173,245,12,121,90,134
ENSG00000276747,PADI6,1,0,0,0,0,1,0
ENSG00000179051,RCC2,2089,1110,3422,1403,1596,3198,1931
ENSG00000074964,ARHGEF10L,1786,1330,3228,1324,1885,3260,1951
ENSG00000236648,RP11-473A10.2,0,0,1,0,0,0,0
ENSG00000117148,ACTL8,16,15,10,2,4,14,22
ENSG00000261781,LINC01654,0,2,12,9,18,15,0
ENSG00000117154,IGSF21,3621,1821,5277,2403,4265,5650,3639
ENSG00000280222,RP11-174G17.3,26,12,5,19,125,5,6
ENSG00000230035,RP11-174G17,0,0,0,0,0,0,0
ENSG00000225387,RP11-422P22.1,2,4,0,0,0,3,0
ENSG00000179023,KLHDC7A,0,10,0,0,45,41,4
ENSG00000235282,DYNLL1P3,0,0,1,0,0,0,0
ENSG00000225478,RP1-8B22.2,0,0,0,0,0,0,0
ENSG00000009709,PAX7,376,167,596,263,287,614,387
ENSG00000179002,TAS1R2,0,0,0,0,0,0,0
ENSG00000159423,ALDH4A1,5194,3686,4357,2997,1219,3837,2743
ENSG00000265606,MIR4695,0,0,1,0,0,0,0
ENSG00000221662,MIR1290,0,0,0,0,0,0,0
ENSG00000169991,IFFO2,1660,740,2311,1156,1186,2382,1170
ENSG00000272084,RP5-1126H10.2,67,98,86,45,71,126,52
ENSG00000127481,UBR4,8853,4083,13466,6870,4451,16065,6114
ENSG00000230424,RP1-43E13.2,6,1,1,2,1,1,1
ENSG00000127463,EMC1,3360,1938,5802,1422,2767,5729,2552
ENSG00000053372,MRTO4,1759,1496,2655,979,2087,3459,1729
ENSG00000211454,AKR7L,119,252,125,52,129,96,78
ENSG00000162482,AKR7A3,61,35,108,40,97,107,51
ENSG00000270728,RP4-657E11.10,37,47,70,67,4,76,31
ENSG00000053371,AKR7A2,1269,654,1366,574,1077,1413,903
ENSG00000200403,RNU6-1099P,0,0,0,0,0,0,0
ENSG00000040487,PQLC2,551,496,976,336,861,1034,592
ENSG00000077549,CAPZB,8574,5252,10388,5363,8070,13833,7716
ENSG00000240490,RN7SL277P,0,0,0,0,0,4,0
ENSG00000201609,RNU4-28P,0,0,0,0,0,0,0
ENSG00000235185,RP5-1056L3.1,0,0,0,0,0,2,0
ENSG00000173436,MINOS1,3758,3335,6116,2550,6817,7409,3697
ENSG00000226396,RP5-1056L3.3,54,19,20,30,45,58,7
ENSG00000158747,NBL1,6262,5683,11937,4298,6461,15664,7542
ENSG00000158748,HTR6,51,26,194,39,9,186,130
ENSG00000162542,TMCO4,218,124,174,93,104,159,112
ENSG00000178828,RNF186,0,0,1,1,0,3,0
ENSG00000235434,RP11-91K11.2,0,0,0,0,0,0,0
ENSG00000169914,OTUD3,1608,1176,2709,2044,961,3850,1591
ENSG00000188784,PLA2G2E,0,0,1,0,0,0,0
ENSG00000242688,RN7SL304P,0,0,3,0,0,0,0
ENSG00000188257,PLA2G2A,4,42,17,21,17,59,18
ENSG00000127472,PLA2G5,193,119,387,97,0,172,224
ENSG00000117215,PLA2G2D,2,0,0,0,0,0,0
ENSG00000158786,PLA2G2F,0,0,0,0,6,2,0
ENSG00000227066,RP3-340N1.2,0,8,4,3,0,6,1
ENSG00000187980,PLA2G2C,15,14,4,2,28,10,6
ENSG00000225986,UBXN10-AS1,80,22,58,31,81,63,56
ENSG00000162543,UBXN10,1273,700,1481,539,628,1192,850
ENSG00000228105,LINC01757,0,0,0,0,0,0,1
ENSG00000158816,VWA5B1,14,4,14,0,1,36,4
ENSG00000226664,RP4-745E8.2,0,0,0,0,0,0,0
ENSG00000236963,LINC01141,65,10,137,109,77,115,81
ENSG00000226487,RP4-749H3.2,0,0,1,0,0,0,0
ENSG00000162545,CAMK2N1,43904,48384,77517,23758,50605,63150,46096
ENSG00000090432,MUL1,1327,662,1919,693,816,2306,846
ENSG00000215520,RPS4XP4,0,2,6,2,1,0,1
ENSG00000183114,FAM43B,491,202,1114,352,815,1006,447
ENSG00000158825,CDA,162,83,38,45,208,95,29
ENSG00000158828,PINK1,4540,3183,8731,3505,2799,10006,4352
ENSG00000117242,PINK1-AS,103,85,121,69,51,131,38
ENSG00000244038,DDOST,3339,1880,4531,1804,2245,5226,2645
ENSG00000117245,KIF17,1522,612,2051,740,1240,2678,1044
ENSG00000235432,RP5-930J4.5,0,0,0,0,0,0,0
ENSG00000189410,SH2D5,3360,2193,5530,2244,2899,6760,3383
ENSG00000233069,RP5-930J4.2,1,5,2,2,0,1,0
ENSG00000127483,HP1BP3,10906,7590,13894,7182,9544,17074,7859
ENSG00000075151,EIF4G3,8475,5634,15055,7745,7059,19449,8110
ENSG00000251914,RNU7-200P,0,0,0,0,0,0,0
ENSG00000221808,MIR1256,0,0,0,0,0,0,0
ENSG00000233072,RPS15AP6,24,0,3,4,0,0,0
ENSG00000236073,RP11-487E1.2,1,0,0,0,0,0,0
ENSG00000235112,HSPE1P27,0,0,0,0,0,2,0
ENSG00000117298,ECE1,3856,1964,3746,1958,2862,3629,1841
ENSG00000236936,RP3-329E20.2,0,1,0,0,0,0,0
ENSG00000231105,RP5-1071N3.1,5,1,4,2,0,15,3
ENSG00000236216,PPP1R11P1,0,2,2,0,0,0,3
ENSG00000228823,RP11-293F5.8,0,0,0,0,0,0,1
ENSG00000236009,RP11-293F5.1,0,0,1,0,0,1,0
ENSG00000227001,NBPF2P,22,7,26,6,7,21,10
ENSG00000187952,HS6ST1P1,25,25,26,8,0,67,99
ENSG00000186543,CROCCP5,2,0,1,0,0,0,2
ENSG00000142794,NBPF3,270,197,374,297,98,909,198
ENSG00000176378,PFN1P10,0,0,0,0,0,0,0
ENSG00000162551,ALPL,1159,493,1934,1449,2017,1481,773
ENSG00000233431,RP11-63N8.3,0,0,0,0,0,1,0
ENSG00000076864,RAP1GAP,10286,6935,20098,9209,13437,33272,11935
ENSG00000090686,USP48,3745,2797,4403,3051,3690,6164,2643
ENSG00000231978,RP11-132G19.3,0,0,0,1,0,0,0
ENSG00000187942,LDLRAD2,11,7,10,5,0,16,12
ENSG00000142798,HSPG2,1230,279,841,717,93,685,208
ENSG00000232037,RP11-26H16.1,1,3,4,1,3,2,1
ENSG00000283234,RP11-26H16.4,0,0,0,0,0,0,0
ENSG00000219073,CELA3B,0,0,14,0,40,40,111
ENSG00000273610,RN7SL386P,0,0,0,0,0,0,0
ENSG00000201919,RNU6-1022P,0,0,0,0,0,0,0
ENSG00000142789,CELA3A,0,0,38,0,32,80,126
ENSG00000278124,RN7SL186P,0,0,0,0,0,0,3
ENSG00000201273,RNU6-776P,0,0,0,0,0,0,0
ENSG00000228397,LINC01635,0,2,0,0,0,0,0
ENSG00000218510,LINC00339,502,272,412,187,495,615,311
ENSG00000070831,CDC42,8216,7174,8390,5285,7761,15256,6387
ENSG00000230068,CDC42-IT1,4,0,1,0,0,6,0
ENSG00000271428,RP1-224A6.8,2,0,5,2,0,2,1
ENSG00000271840,RP1-224A6.9,6,2,3,10,0,13,5
ENSG00000162552,WNT4,85,77,146,108,74,196,63
ENSG00000266564,MIR4418,0,0,0,0,0,0,0
ENSG00000234397,RP11-415K20.1,0,2,0,0,1,1,0
ENSG00000279625,RP11-415K20.2,2,0,0,0,0,0,1
ENSG00000184677,ZBTB40,1658,887,2422,1191,944,2445,1024
ENSG00000237200,ZBTB40-IT1,0,1,1,1,0,2,1
ENSG00000070886,EPHA8,139,64,233,57,116,297,166
ENSG00000276835,MIR6127,0,0,0,0,0,0,0
ENSG00000173372,C1QA,1289,364,560,968,595,173,262
ENSG00000159189,C1QC,1984,728,850,1304,605,301,282
ENSG00000173369,C1QB,2685,909,943,1543,1210,289,351
ENSG00000133216,EPHB2,842,405,1780,528,702,1609,754
ENSG00000265422,MIR4684,0,0,0,0,0,0,0
ENSG00000225952,RP11-69E9.1,0,0,0,0,0,0,0
ENSG00000264014,MIR4253,0,0,0,0,0,0,0
ENSG00000215906,LACTBL1,0,0,0,1,1,0,0
ENSG00000227868,C1orf234,5,0,2,2,7,2,0
ENSG00000004487,KDM1A,3470,2332,4264,1942,3665,5218,2620
ENSG00000240553,RP1-184J9.2,6,0,0,0,0,0,0
ENSG00000263793,MIR3115,0,0,0,0,0,0,0
ENSG00000266802,MIR4419A,0,0,0,0,0,0,0
ENSG00000169641,LUZP1,5904,2620,10434,5184,3289,9708,4858
ENSG00000229010,RP5-979D14.1,8,2,2,6,0,12,0
ENSG00000206935,RNU6-514P,0,0,0,0,0,0,0
ENSG00000252578,RNU6-135P,0,0,0,0,0,0,0
ENSG00000179546,HTR1D,69,40,123,50,8,53,27
ENSG00000215381,RP5-1057J7.1,0,0,0,0,1,0,0
ENSG00000261326,LINC01355,591,301,531,299,667,887,309
ENSG00000125944,HNRNPR,5394,4995,6121,3965,6080,9294,4573
ENSG00000125945,ZNF436,1860,963,1751,928,1209,2196,817
ENSG00000249087,ZNF436-AS1,540,450,498,297,789,755,388
ENSG00000271420,RP5-1057J7.7,4,4,0,0,33,2,0
ENSG00000204219,TCEA3,248,295,226,203,347,289,88
ENSG00000232482,RP4-654C18.1,0,0,0,0,0,0,0
ENSG00000088280,ASAP3,1840,1260,1065,768,665,1365,509
ENSG00000007968,E2F2,8,15,2,3,5,1,4
ENSG00000235052,RP1-150O5.3,2,0,2,0,0,0,1
ENSG00000117318,ID3,1488,310,1095,810,1620,1149,587
ENSG00000197880,MDS2,0,9,5,8,0,9,4
ENSG00000229239,RP11-223J15.2,0,0,0,0,0,0,1
ENSG00000142676,RPL11,10103,8221,8115,6008,16229,10784,6046
ENSG00000011007,ELOA,1542,1043,1798,888,1797,2115,905
ENSG00000236810,ELOA-AS1,19,20,41,12,0,64,23
ENSG00000057757,PITHD1,8530,6782,9426,5242,10713,14196,7771
ENSG00000011009,LYPLA2,1373,800,1781,767,2052,2096,1511
ENSG00000117308,GALE,820,507,1268,555,1026,1772,957
ENSG00000117305,HMGCL,1055,1001,912,435,761,1099,626
ENSG00000179163,FUCA1,632,511,755,395,837,1156,431
ENSG00000188822,CNR2,2,0,5,2,0,4,0
ENSG00000229106,BTBD6P1,6,3,1,0,0,3,2
ENSG00000232557,RP11-4M23.3,0,0,0,0,0,0,0
ENSG00000264926,MIR378F,0,0,0,0,0,0,0
ENSG00000230228,RP11-4M23.4,0,0,0,0,1,0,0
ENSG00000189266,PNRC2,3444,1969,3089,2252,3742,4013,2092
ENSG00000188529,SRSF10,3326,3139,3609,2357,3505,5065,2311
ENSG00000215905,RP11-4M23.7,0,0,0,0,0,0,0
ENSG00000225315,RP11-293P20.2,0,0,0,0,0,0,0
ENSG00000142661,MYOM3,24,37,30,12,19,18,15
ENSG00000230703,RP11-293P20.4,0,0,0,0,0,0,0
ENSG00000142677,IL22RA1,0,3,0,0,1,8,5
ENSG00000185436,IFNLR1,96,32,138,92,31,106,52
ENSG00000230023,RP11-10N16.2,2,0,0,1,0,1,0
ENSG00000232298,RP11-10N16.3,0,0,0,4,0,1,0
ENSG00000158055,GRHL3,5,9,1,11,0,12,7
ENSG00000001460,STPG1,1487,491,1974,835,1085,2464,1385
ENSG00000001461,NIPAL3,6244,4065,10461,6909,7012,13285,5060
ENSG00000117602,RCAN3,173,259,327,269,325,568,112
ENSG00000264443,RP4-594I10.3,0,0,0,1,1,0,0
ENSG00000184454,NCMAP,6,19,12,28,30,22,0
ENSG00000227312,RP11-496D1.2,0,0,0,0,0,0,0
ENSG00000239106,Y_RNA,0,0,0,0,0,0,0
ENSG00000133226,SRRM1,4228,2810,5065,2868,4513,7459,3133
ENSG00000169504,CLIC4,5303,4116,3120,3869,6195,5719,2083
ENSG00000238482,RNU6-1208P,0,0,0,0,0,0,0
ENSG00000020633,RUNX3,48,9,17,36,87,34,19
ENSG00000278034,MIR6731,0,0,0,0,0,0,0
ENSG00000229162,RP11-84D1.1,0,2,0,0,0,0,0
ENSG00000261025,RP11-84D1.2,0,0,3,0,0,0,0
ENSG00000264371,MIR4425,0,0,0,0,0,0,0
ENSG00000233755,RP4-799D16.1,59,0,1,0,0,0,3
ENSG00000233419,RP4-781L3.1,1,0,0,0,0,0,0
ENSG00000231953,RP4-706G24.1,0,0,0,0,0,0,0
ENSG00000117614,SYF2,3193,1524,1516,1039,2082,2125,1116
ENSG00000117616,RSRP1,9861,2527,7965,4008,15116,8975,4816
ENSG00000272432,RP3-465N24.6,15,24,27,13,10,9,19
ENSG00000261349,RP3-465N24.5,26,2,12,2,0,11,8
ENSG00000187010,RHD,68,5,20,18,24,30,5
ENSG00000224183,SDHDP6,21,4,11,3,1,4,6
ENSG00000259984,RP11-335G20.7,0,0,0,0,0,0,0
ENSG00000183726,TMEM50A,6409,3095,5053,2299,4773,5888,2925
ENSG00000188672,RHCE,82,62,68,53,8,77,48
ENSG00000238084,RP3-469D22.1,0,4,2,5,0,1,0
ENSG00000204178,TMEM57,2005,1444,2423,1336,2372,3265,1303
ENSG00000157978,LDLRAP1,423,167,687,588,2341,1164,471
ENSG00000225643,RP11-70P17.1,9,1,6,1,15,7,2
ENSG00000117643,MAN1C1,3757,1224,5363,2275,3258,4468,3341
ENSG00000233478,RP1-187B23.1,10,0,0,2,0,0,1
ENSG00000162430,SELENON,5300,2073,5147,2061,2298,4769,2478
ENSG00000228172,RP1-317E23.3,23,24,33,11,18,59,21
ENSG00000117640,MTFR1L,4331,2711,4578,2430,4496,5981,3280
ENSG00000127423,AUNIP,107,126,120,66,156,152,108
ENSG00000236528,RP1-125I3.2,0,0,0,0,0,2,0
ENSG00000182749,PAQR7,560,369,713,345,722,885,320
ENSG00000207302,Y_RNA,0,0,1,0,0,0,0
ENSG00000117632,STMN1,38527,29035,41522,22383,70355,81974,37372
ENSG00000229786,SNRPFP2,0,8,2,4,8,10,0
ENSG00000223624,RP1-125I3.4,1,0,1,0,0,3,1
ENSG00000283938,MIR3917,0,0,0,0,0,0,0
ENSG00000158006,PAFAH2,414,279,393,246,231,483,196
ENSG00000207237,RNU6-110P,0,0,0,0,0,0,0
ENSG00000252190,SCARNA17,0,0,0,0,0,0,0
ENSG00000252691,SCARNA18,0,0,0,0,0,0,0
ENSG00000158008,EXTL1,2527,1518,7304,2337,2991,7756,4608
ENSG00000158014,SLC30A2,26,18,11,4,0,15,3
ENSG00000284309,RP11-96L14.9,0,2,0,0,0,0,0
ENSG00000158022,TRIM63,19,85,53,30,43,40,20
ENSG00000175087,PDIK1L,918,784,1043,639,1053,1915,695
ENSG00000197245,FAM110D,152,60,96,39,293,70,71
ENSG00000282872,RP11-96L14.8,0,0,0,0,0,0,1
ENSG00000236782,RP11-96L14.7,11,11,21,4,7,37,13
ENSG00000142684,ZNF593,0,0,0,0,0,2,0
ENSG00000142675,CNKSR1,285,181,383,146,286,270,220
ENSG00000188782,CATSPER4,2,0,2,2,0,2,2
ENSG00000236155,RP11-231P20.2,84,61,100,63,42,100,79
ENSG00000278572,RP11-231P20.6,0,0,0,1,0,0,0
ENSG00000130695,CEP85,919,547,1074,838,695,1656,631
ENSG00000270733,RP11-231P20.5,4,8,3,0,0,3,2
ENSG00000142669,SH3BGRL3,2642,1485,3114,1494,4125,4002,1995
ENSG00000158062,UBXN11,1355,898,1983,1048,1869,2328,1575
ENSG00000169442,CD52,68,24,26,61,85,100,15
ENSG00000176092,AIM1L,1,7,4,5,4,4,4
ENSG00000225854,RP11-569G9.7,0,0,0,0,0,0,0
ENSG00000176083,ZNF683,12,1,0,2,1,10,0
ENSG00000131914,LIN28A,5,1,4,0,0,0,3
ENSG00000117682,DHDDS,1674,1195,2797,1119,1333,3886,1577
ENSG00000223583,RP3-476K8.4,0,0,4,0,1,8,1
ENSG00000225891,RP3-476K8.3,9,1,9,0,0,8,1
ENSG00000198830,HMGN2,4680,4508,3692,1852,4775,4718,2268
ENSG00000224129,DPPA2P2,0,0,0,0,0,0,0
ENSG00000117676,RPS6KA1,545,406,612,533,661,785,389
ENSG00000238705,MIR1976,0,0,0,0,0,0,0
ENSG00000243905,RN7SL679P,0,0,0,0,0,0,0
ENSG00000252802,Y_RNA,0,0,0,0,0,0,0
ENSG00000252429,RNU7-29P,0,0,0,0,0,0,0
ENSG00000229247,RP11-492M19.3,0,0,0,0,0,0,0
ENSG00000238316,snoU13,0,0,0,0,0,0,0
ENSG00000235069,RP4-785J1.1,0,0,0,0,0,0,0
ENSG00000260063,RP5-968P14.2,6,25,13,4,20,26,16
ENSG00000117713,ARID1A,4236,2101,6080,2476,2771,5500,2643
ENSG00000060642,PIGV,674,432,804,363,668,778,481
ENSG00000241188,RN7SL165P,1,0,0,0,0,1,0
ENSG00000204160,ZDHHC18,1743,938,1878,814,1827,2293,1112
ENSG00000175793,SFN,16,45,11,28,37,49,27
ENSG00000142751,GPN2,1736,1066,2130,1023,1811,2255,1084
ENSG00000198746,GPATCH3,584,409,917,406,972,1047,568
ENSG00000090273,NUDC,7744,4130,9502,4631,11618,10666,6684
ENSG00000131910,NR0B2,5,0,2,0,0,2,4
ENSG00000175707,KDF1,128,34,60,32,30,30,48
ENSG00000172746,RPL12P13,1,1,0,0,0,0,0
ENSG00000224064,RP11-344H11.5,0,0,1,0,0,0,0
ENSG00000225294,OSTCP2,0,0,0,0,0,2,0
ENSG00000253368,TRNP1,2439,1613,2841,1653,3070,3628,2298
ENSG00000158246,FAM46B,36,27,30,40,27,64,14
ENSG00000090020,SLC9A1,2714,1303,5000,1694,2453,4802,2379
ENSG00000229985,RP11-40H20.5,1,0,0,0,0,0,0
ENSG00000214973,CHCHD3P3,3,1,3,3,6,1,0
ENSG00000225159,NPM1P39,5,7,10,5,6,8,6
ENSG00000225990,SNRPEP7,0,0,0,0,0,0,0
ENSG00000224311,RP11-40H20.4,0,0,0,0,0,0,0
ENSG00000142784,WDTC1,5782,2690,8328,3452,2725,7159,4568
ENSG00000252098,Y_RNA,0,0,0,0,0,0,0
ENSG00000243659,RP11-4K3__A.3,30,3,17,10,24,16,11
ENSG00000186501,TMEM222,2203,1643,3155,1154,3075,3731,2226
ENSG00000206888,RNU6-48P,2,0,1,0,0,3,0
ENSG00000241547,ACTG1P20,8,5,39,8,1,17,9
ENSG00000142765,SYTL1,34,46,60,53,96,64,21
ENSG00000142733,MAP3K6,1104,794,1034,609,684,940,687
ENSG00000142748,FCN3,32,23,18,12,21,11,13
ENSG00000174950,CD164L2,4,2,11,13,0,20,5
ENSG00000231207,RP1-144C9.2,0,0,0,0,0,6,0
ENSG00000181773,GPR3,110,150,565,58,77,778,218
ENSG00000158195,WASF2,4696,2139,2719,1821,1977,2710,1338
ENSG00000241169,RP4-752I6.1,0,0,0,0,0,0,0
ENSG00000237429,RP1-159A19.4,14,2,12,5,8,11,11
ENSG00000126705,AHDC1,3107,1783,5188,1820,2781,5151,2453
ENSG00000000938,FGR,727,657,449,349,672,469,204
ENSG00000235912,RP1-159A19.3,2,10,24,9,6,1,4
ENSG00000233975,RP11-288L9.1,4,0,10,1,0,6,4
ENSG00000126709,IFI6,2548,1241,2549,1743,3856,5207,2948
ENSG00000225886,RP11-288L9.4,2,8,5,4,0,12,3
ENSG00000206767,RNU6-949P,0,0,0,0,0,0,0
ENSG00000226662,CHMP1AP1,0,0,0,0,0,0,0
ENSG00000207095,RNU6-424P,0,0,0,0,0,1,0
ENSG00000009780,FAM76A,776,766,930,463,1138,1478,473
ENSG00000231344,RP3-426I6.2,1,2,0,0,0,0,0
ENSG00000230833,RPEP3,0,0,0,0,1,0,1
ENSG00000117758,STX12,6076,5428,7021,4370,6423,11329,4674
ENSG00000269971,RP3-426I6.5,0,0,0,0,0,5,0
ENSG00000270031,RP3-426I6.6,15,3,18,9,47,18,13
ENSG00000223062,RNU6-1245P,0,0,0,0,0,0,0
ENSG00000117751,PPP1R8,1881,1694,2002,1131,2571,2683,1317
ENSG00000252947,SCARNA1,0,0,0,0,0,0,0
